StartDate,EndDate,Progress,Duration (in seconds),Finished,Q1,Timer_First Click,Timer_Last Click,Timer_Page Submit,Timer_Click Count,Timer_First Click,Timer_Last Click,Timer_Page Submit,Timer_Click Count,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,Q7_1_1,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,Q7_2_1,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q7_3_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,Q7_4_1,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q7_5_1,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,Q7_6_1,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,Q7_7_1,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,Q7_8_1,Q92_First Click,Q92_Last Click,Q92_Page Submit,Q92_Click Count,Q7_9_1,Q95_First Click,Q95_Last Click,Q95_Page Submit,Q95_Click Count,Q7_10_1,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q0_1_1,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,Q0_2_1,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q0_3_1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q0_4_1,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q0_5_1,Q98_First Click,Q98_Last Click,Q98_Page Submit,Q98_Click Count,Q0_6_1,Q101_First Click,Q101_Last Click,Q101_Page Submit,Q101_Click Count,Q0_7_1,Q104_First Click,Q104_Last Click,Q104_Page Submit,Q104_Click Count,Q0_8_1,Q107_First Click,Q107_Last Click,Q107_Page Submit,Q107_Click Count,Q0_9_1,Q110_First Click,Q110_Last Click,Q110_Page Submit,Q110_Click Count,Q0_10_1,Q_what_comes_to_mind,SC0,totalPayoff,Group
Start Date,End Date,Progress,Duration (in seconds),Finished,"STUDY CONSENT 



Please consider this information carefully before deciding whether to participate in this research. This is a psychological study. It will take approximately 15 minutes to complete, and you will receive $3.75 as compensation for completing the study.



After you complete the study you will have an opportunity to learn more about it. There are no anticipated risks associated with participating in this study. The effects of participating should be comparable to those you would ordinarily experience from viewing a computer monitor and using a mouse or keyboard for a similar amount of time. At the end of the study, we will provide an explanation of the questions that motivate this line of research and will describe the potential implications. Your participation in this study is completely voluntary and you may refuse to participate or you may choose to withdraw at any time without penalty or loss of benefits to which you are otherwise entitled. Your participation in this study will remain confidential. No personally identifiable information will be associated with your data. Also, all analyses of the data will be averaged across all the participants, so your individual responses will never be specifically analyzed.



If you want to request a summary of research findings, or have questions or concerns about your participation or payment, or have any other problems related to this study, please contact the faculty member supervising this work: Fiery Cushman, cushman@fas.harvard.edu. For questions, concerns, suggestions, or complaints that have not been or cannot be addressed by the researcher, or to report research-related harm, please contact the Committee on the Use of Human Subjects in Research at Harvard University. Phone: 617-496-2847. Email: cuhs@fas.harvard.edu Please print or save a copy of this form for your records.



Agreement: The nature and purpose of this research have been sufficiently explained and I agree to participate in this study. I understand that I am free to withdraw at any time without incurring any penalty.



Please consent by choosing the ""I consent"" option below and proceed to taking the survey. Otherwise, please exit the study at this time.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which one of the four digits is the one who had just seen in the previous window?,Please write the first digit that comes to your mind,Score,totalPayoff,Group
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""QID1""}","{""ImportId"":""QID113_FIRST_CLICK""}","{""ImportId"":""QID113_LAST_CLICK""}","{""ImportId"":""QID113_PAGE_SUBMIT""}","{""ImportId"":""QID113_CLICK_COUNT""}","{""ImportId"":""QID114_FIRST_CLICK""}","{""ImportId"":""QID114_LAST_CLICK""}","{""ImportId"":""QID114_PAGE_SUBMIT""}","{""ImportId"":""QID114_CLICK_COUNT""}","{""ImportId"":""QID70_FIRST_CLICK""}","{""ImportId"":""QID70_LAST_CLICK""}","{""ImportId"":""QID70_PAGE_SUBMIT""}","{""ImportId"":""QID70_CLICK_COUNT""}","{""ImportId"":""QID50""}","{""ImportId"":""QID71_FIRST_CLICK""}","{""ImportId"":""QID71_LAST_CLICK""}","{""ImportId"":""QID71_PAGE_SUBMIT""}","{""ImportId"":""QID71_CLICK_COUNT""}","{""ImportId"":""QID52""}","{""ImportId"":""QID72_FIRST_CLICK""}","{""ImportId"":""QID72_LAST_CLICK""}","{""ImportId"":""QID72_PAGE_SUBMIT""}","{""ImportId"":""QID72_CLICK_COUNT""}","{""ImportId"":""QID54""}","{""ImportId"":""QID73_FIRST_CLICK""}","{""ImportId"":""QID73_LAST_CLICK""}","{""ImportId"":""QID73_PAGE_SUBMIT""}","{""ImportId"":""QID73_CLICK_COUNT""}","{""ImportId"":""QID56""}","{""ImportId"":""QID74_FIRST_CLICK""}","{""ImportId"":""QID74_LAST_CLICK""}","{""ImportId"":""QID74_PAGE_SUBMIT""}","{""ImportId"":""QID74_CLICK_COUNT""}","{""ImportId"":""QID58""}","{""ImportId"":""QID83_FIRST_CLICK""}","{""ImportId"":""QID83_LAST_CLICK""}","{""ImportId"":""QID83_PAGE_SUBMIT""}","{""ImportId"":""QID83_CLICK_COUNT""}","{""ImportId"":""QID84""}","{""ImportId"":""QID86_FIRST_CLICK""}","{""ImportId"":""QID86_LAST_CLICK""}","{""ImportId"":""QID86_PAGE_SUBMIT""}","{""ImportId"":""QID86_CLICK_COUNT""}","{""ImportId"":""QID87""}","{""ImportId"":""QID89_FIRST_CLICK""}","{""ImportId"":""QID89_LAST_CLICK""}","{""ImportId"":""QID89_PAGE_SUBMIT""}","{""ImportId"":""QID89_CLICK_COUNT""}","{""ImportId"":""QID90""}","{""ImportId"":""QID92_FIRST_CLICK""}","{""ImportId"":""QID92_LAST_CLICK""}","{""ImportId"":""QID92_PAGE_SUBMIT""}","{""ImportId"":""QID92_CLICK_COUNT""}","{""ImportId"":""QID93""}","{""ImportId"":""QID95_FIRST_CLICK""}","{""ImportId"":""QID95_LAST_CLICK""}","{""ImportId"":""QID95_PAGE_SUBMIT""}","{""ImportId"":""QID95_CLICK_COUNT""}","{""ImportId"":""QID96""}","{""ImportId"":""QID65_FIRST_CLICK""}","{""ImportId"":""QID65_LAST_CLICK""}","{""ImportId"":""QID65_PAGE_SUBMIT""}","{""ImportId"":""QID65_CLICK_COUNT""}","{""ImportId"":""QID36""}","{""ImportId"":""QID66_FIRST_CLICK""}","{""ImportId"":""QID66_LAST_CLICK""}","{""ImportId"":""QID66_PAGE_SUBMIT""}","{""ImportId"":""QID66_CLICK_COUNT""}","{""ImportId"":""QID44""}","{""ImportId"":""QID67_FIRST_CLICK""}","{""ImportId"":""QID67_LAST_CLICK""}","{""ImportId"":""QID67_PAGE_SUBMIT""}","{""ImportId"":""QID67_CLICK_COUNT""}","{""ImportId"":""QID46""}","{""ImportId"":""QID68_FIRST_CLICK""}","{""ImportId"":""QID68_LAST_CLICK""}","{""ImportId"":""QID68_PAGE_SUBMIT""}","{""ImportId"":""QID68_CLICK_COUNT""}","{""ImportId"":""QID60""}","{""ImportId"":""QID69_FIRST_CLICK""}","{""ImportId"":""QID69_LAST_CLICK""}","{""ImportId"":""QID69_PAGE_SUBMIT""}","{""ImportId"":""QID69_CLICK_COUNT""}","{""ImportId"":""QID62""}","{""ImportId"":""QID98_FIRST_CLICK""}","{""ImportId"":""QID98_LAST_CLICK""}","{""ImportId"":""QID98_PAGE_SUBMIT""}","{""ImportId"":""QID98_CLICK_COUNT""}","{""ImportId"":""QID99""}","{""ImportId"":""QID101_FIRST_CLICK""}","{""ImportId"":""QID101_LAST_CLICK""}","{""ImportId"":""QID101_PAGE_SUBMIT""}","{""ImportId"":""QID101_CLICK_COUNT""}","{""ImportId"":""QID102""}","{""ImportId"":""QID104_FIRST_CLICK""}","{""ImportId"":""QID104_LAST_CLICK""}","{""ImportId"":""QID104_PAGE_SUBMIT""}","{""ImportId"":""QID104_CLICK_COUNT""}","{""ImportId"":""QID105""}","{""ImportId"":""QID107_FIRST_CLICK""}","{""ImportId"":""QID107_LAST_CLICK""}","{""ImportId"":""QID107_PAGE_SUBMIT""}","{""ImportId"":""QID107_CLICK_COUNT""}","{""ImportId"":""QID108""}","{""ImportId"":""QID110_FIRST_CLICK""}","{""ImportId"":""QID110_LAST_CLICK""}","{""ImportId"":""QID110_PAGE_SUBMIT""}","{""ImportId"":""QID110_CLICK_COUNT""}","{""ImportId"":""QID111""}","{""ImportId"":""QID64_TEXT""}","{""ImportId"":""SC_3JzX5ixIxgQErYO""}","{""ImportId"":""totalPayoff""}","{""ImportId"":""Group""}"
6/26/24 11:03,6/26/24 11:17,100,818,1,1,0,0,22.301,0,0,0,18.137,0,0,0,5.141,0,1,0,0,5.242,0,1,0,0,5.042,0,1,0,0,5.143,0,1,0,0,5.243,0,4,0,0,5.143,0,1,0,0,5.143,0,1,0,0,5.243,0,1,0,0,5.24,0,1,0,0,5.245,0,1,0,0,5.343,0,1,0,0,5.242,0,1,0,0,5.145,0,1,0,0,5.343,0,1,0,0,5.142,0,1,0,0,5.242,0,1,0,0,5.142,0,1,0,0,5.044,0,1,0,0,5.245,0,1,0,0,5.042,0,1,7,20,706,2
6/26/24 11:08,6/26/24 11:21,100,757,1,1,0,0,41.843,0,0,0,30.281,0,0,0,5.413,0,1,0,0,5.312,0,1,0,0,5.198,0,1,0,0,5.302,0,1,0,0,5.273,0,4,0,0,5.174,0,1,0,0,5.414,0,1,0,0,5.47,0,1,0,0,5.087,0,1,0,0,5.503,0,1,0,0,5.279,0,1,0,0,5.415,0,1,0,0,5.28,0,1,0,0,5.385,0,1,0,0,5.275,0,1,0,0,5.367,0,1,0,0,5.169,0,1,0,0,5.308,0,1,0,0,5.174,0,1,0,0,5.383,0,1,7,20,710,1
6/26/24 11:08,6/26/24 11:22,100,842,1,1,0,0,22.339,0,0,0,13.441,0,0,0,5.209,0,1,0,0,5.236,0,1,0,0,5.511,0,1,0,0,5.296,0,1,0,0,5.211,0,3,0,0,5.198,0,1,0,0,5.402,0,1,0,0,5.269,0,1,0,0,5.292,0,1,0,0,5.403,0,1,0,0,5.202,0,1,0,0,5.098,0,1,0,0,5.182,0,1,0,0,5.217,0,1,0,0,5.293,0,1,4.574,4.574,5.215,1,1,0,0,5.215,0,1,0,0,5.423,0,1,0,0,5.165,0,3,0,0,5.195,0,1,7,24,626,2
6/26/24 11:04,6/26/24 11:23,100,1124,1,1,39.521,39.521,120.521,1,1.809,1.809,6.367,1,0,0,3.587,0,1,0,0,2.53,0,1,0,0,3.338,0,1,0,0,3.55,0,1,0,0,2.355,0,4,0,0,3.979,0,1,0,0,3.581,0,1,0,0,3.265,0,1,0,0,3.242,0,1,0,0,2.63,0,1,0,0,3.152,0,1,0,0,2.395,0,1,0,0,3.231,0,1,0,0,3.437,0,1,0,0,3.938,0,1,0,0,3.738,0,1,0,0,2.621,0,1,0,0,2.696,0,1,0,0,2.592,0,1,0,0,3.03,0,1,0,20,690,1
6/26/24 11:10,6/26/24 11:25,100,890,1,1,5.171,19.658,26.336,4,1.374,9.512,14.524,4,0,0,5.369,0,1,0,0,5.264,0,1,0,0,5.269,0,1,0,0,5.266,0,1,0,0,5.371,0,4,0,0,5.278,0,1,0,0,5.064,0,1,0,0,5.29,0,1,0,0,5.379,0,1,0,0,5.17,0,1,0,0,5.171,0,1,0,0,5.375,0,1,0,0,5.269,0,1,0,0,5.182,0,1,0,0,5.175,0,1,0,0,5.37,0,1,0,0,5.185,0,1,0,0,5.167,0,1,0,0,5.279,0,1,0,0,5.282,0,1,6,20,670,1
6/26/24 11:15,6/26/24 11:26,100,685,1,1,0,0,29.7,0,0,0,6.101,0,0,0,3.986,0,1,0,0,3.92,0,1,3.21,3.21,4.229,1,1,0,0,3.933,0,1,0,0,3.989,0,4,0,0,4.081,0,1,0,0,3.971,0,1,0,0,4.036,0,1,0,0,4.039,0,1,0,0,4.402,0,1,2.538,3.988,4.315,2,1,0,0,4.196,0,1,0,0,4.32,0,1,0,0,3.612,0,1,0,0,4.004,0,1,0,0,4.156,0,1,2.025,2.025,4.58,1,1,2.593,2.593,4.377,1,1,0,0,4.393,0,1,0,0,4.347,0,1,0,20,710,2
6/26/24 11:09,6/26/24 11:26,100,1009,1,1,1.233,1.233,23.501,1,0,0,12.286,0,0,0,5.241,0,1,0,0,5.145,0,1,0,0,5.246,0,1,0,0,5.25,0,1,0,0,5.044,0,4,0,0,5.242,0,4,0,0,5.145,0,1,0,0,5.045,0,1,0,0,5.042,0,1,0,0,5.243,0,1,0,0,5.148,0,1,0,0,5.145,0,1,0,0,5.243,0,1,0,0,5.244,0,1,0,0,5.042,0,1,0,0,5.042,0,1,0,0,5.147,0,1,0,0,5.149,0,1,0,0,5.345,0,1,0,0,5.149,0,1,7,23,708,1
6/26/24 11:05,6/26/24 11:28,100,1335,1,1,0,0,655.025,0,0,0,15.389,0,0,0,5.466,0,1,0,0,5.271,0,1,0,0,5.263,0,1,0,0,5.266,0,1,0,0,5.35,0,4,0,0,5.265,0,1,0,0,5.369,0,1,0,0,5.372,0,1,0,0,5.275,0,1,0,0,5.47,0,1,0,0,5.062,0,1,0,0,5.056,0,1,0,0,5.263,0,1,0,0,5.38,0,1,0,0,5.453,0,1,0,0,5.268,0,1,0,0,5.269,0,1,0,0,5.36,0,1,0,0,5.166,0,1,0,0,5.478,0,1,7,20,686,2
